                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.50055,                0.77367,                0.41614,                 0.9138,                0.94048,                0.96238,                0.96159,                0.80977,                 0.9456,                0.97077,                0.97078,                0.75489,                0.47679,                0.70023,                0.37366,                0.74627,             0.00069287,             0.00069287,             0.00069287
                     12,                0.49462,                0.77554,                0.41266,                0.91252,                0.94812,                0.95669,                0.96293,                 0.8209,                0.95173,                0.96619,                0.97299,                0.75931,                0.46608,                0.66469,                0.37994,                0.75401,             0.00068526,             0.00068526,             0.00068526
                     13,                0.49317,                0.76137,                0.40639,                0.91049,                0.95124,                0.95812,                0.96983,                0.82099,                0.95727,                0.96312,                0.97229,                0.73387,                0.45804,                0.68502,                0.37443,                 0.7466,             0.00067764,             0.00067764,             0.00067764
                     14,                0.49254,                  0.753,                0.40248,                0.90785,                0.95042,                 0.9582,                 0.9668,                0.83616,                0.95595,                0.96383,                0.97091,                 0.7718,                0.47414,                0.69437,                0.38216,                0.75254,             0.00067003,             0.00067003,             0.00067003
                     15,                0.48442,                0.74019,                 0.3911,                0.90609,                 0.9448,                0.95612,                0.96053,                0.82387,                0.95065,                0.97139,                0.97046,                0.75597,                0.44401,                0.70945,                0.37663,                0.73332,             0.00066242,             0.00066242,             0.00066242
                     16,                0.48118,                0.74363,                0.38812,                0.90665,                0.95219,                0.95558,                0.96685,                0.83884,                0.95932,                0.95869,                 0.9759,                0.75113,                0.43079,                0.67749,                0.36149,                0.74188,              0.0006548,              0.0006548,              0.0006548
                     17,                0.48086,                0.73953,                0.38472,                0.90535,                0.94352,                 0.9612,                  0.962,                0.83401,                0.95012,                0.96889,                0.97365,                0.77105,                0.45338,                 0.6653,                0.38318,                0.74373,             0.00064719,             0.00064719,             0.00064719
                     18,                0.47397,                0.72681,                0.37953,                0.90282,                0.95506,                0.94399,                0.96475,                0.85026,                0.94555,                0.96544,                0.97491,                0.76489,                0.44174,                0.62474,                0.42878,                0.74517,             0.00063958,             0.00063958,             0.00063958
                     19,                 0.4712,                 0.7136,                0.36836,                0.90206,                0.95675,                0.95405,                0.96588,                0.83227,                0.95957,                0.96144,                0.97282,                0.76686,                0.43637,                0.64654,                0.35626,                0.73829,             0.00063196,             0.00063196,             0.00063196
                     20,                0.45899,                 0.7225,                0.36528,                0.89908,                0.95497,                0.95885,                0.96785,                0.84069,                0.96082,                0.96814,                0.97731,                 0.7804,                0.44406,                  0.621,                0.35776,                0.73344,             0.00062435,             0.00062435,             0.00062435
                     21,                0.46622,                0.71829,                  0.366,                0.90083,                0.94808,                0.96285,                0.96358,                 0.8306,                0.95116,                0.97409,                0.97588,                0.76153,                0.42479,                0.64839,                 0.3642,                0.73704,             0.00061674,             0.00061674,             0.00061674
                     22,                0.45857,                0.69307,                0.35954,                0.90068,                0.96189,                0.95626,                0.96755,                0.83815,                0.95441,                0.96906,                 0.9713,                0.78368,                0.42975,                0.62453,                0.33553,                0.73631,             0.00060912,             0.00060912,             0.00060912
                     23,                 0.4518,                  0.688,                0.35811,                0.89762,                0.94966,                0.96705,                0.97084,                0.84699,                0.95208,                0.96867,                0.97613,                0.77583,                0.42553,                0.62394,                0.33655,                0.73535,             0.00060151,             0.00060151,             0.00060151
                     24,                0.45907,                0.71786,                0.36074,                0.89737,                0.94449,                0.95945,                0.96592,                0.84826,                0.94714,                0.96114,                0.96916,                0.77294,                0.43572,                0.63452,                0.35008,                 0.7396,              0.0005939,              0.0005939,              0.0005939
                     25,                0.45073,                0.68993,                 0.3522,                0.89715,                0.94459,                0.95768,                0.96726,                0.84539,                 0.9419,                0.96582,                0.97595,                0.77406,                0.42614,                0.66583,                0.32487,                0.74036,             0.00058629,             0.00058629,             0.00058629
                     26,                0.44826,                 0.6865,                0.35011,                0.89399,                0.95637,                 0.9601,                0.97199,                 0.8598,                0.96103,                0.97096,                0.97946,                0.76491,                0.39773,                0.62394,                0.31616,                0.73521,             0.00057867,             0.00057867,             0.00057867
                     27,                0.44547,                0.68913,                0.34551,                0.89612,                0.95086,                0.96724,                0.97005,                0.84724,                0.95042,                 0.9657,                0.96701,                0.76638,                0.42231,                0.63566,                0.31902,                 0.7325,             0.00057106,             0.00057106,             0.00057106
                     28,                0.44703,                0.69876,                0.34615,                0.89447,                0.94519,                0.96155,                0.96981,                0.84753,                0.94788,                0.97118,                 0.9796,                 0.7814,                 0.4132,                0.59854,                0.32726,                0.72747,             0.00056345,             0.00056345,             0.00056345
                     29,                0.44114,                0.69405,                0.34464,                0.89534,                0.96501,                0.96088,                0.97275,                0.84943,                0.96568,                0.96404,                0.97729,                0.77922,                0.40762,                  0.597,                0.32124,                0.72802,             0.00055583,             0.00055583,             0.00055583
                     30,                0.43599,                0.66358,                0.33805,                 0.8936,                0.95603,                0.96711,                0.97492,                0.85077,                0.95816,                0.96839,                0.97887,                 0.7812,                0.43753,                0.61669,                0.33027,                0.74011,             0.00054822,             0.00054822,             0.00054822
                     31,                0.43405,                0.66448,                0.33648,                0.89486,                0.95451,                 0.9597,                0.97056,                0.85313,                0.94659,                0.96957,                0.97685,                 0.7686,                0.41634,                0.63914,                0.32034,                0.73323,             0.00054061,             0.00054061,             0.00054061
                     32,                0.42825,                 0.6658,                0.32856,                0.89016,                0.95232,                0.95626,                 0.9721,                0.85298,                0.93872,                0.95909,                0.97053,                0.76932,                0.42116,                0.63357,                0.33246,                0.73608,             0.00053299,             0.00053299,             0.00053299
                     33,                0.43102,                 0.6619,                0.33293,                0.89166,                0.94408,                 0.9665,                0.96561,                 0.8454,                0.95078,                0.97542,                0.97489,                0.78983,                 0.4087,                0.62355,                0.32992,                0.73205,             0.00052538,             0.00052538,             0.00052538
